time_stamp	px_state	py_state	v_state	yaw_angle_state	yaw_rate_state	sensor_type	NIS	px_measured	py_measured	px_ground_truth	py_ground_truth	vx_ground_truth	vy_ground_truth
1477010461450000	-24.1742	-6.90592	4.77259	2.37284	-0.522576	radar	1.98997	-24.3577	-5.94086	-24.1825	-6.89307	-3.33801	3.45149
1477010461500000	-24.3338	-6.65849	4.83507	2.31877	-0.549968	lidar	3.29537	-24.2574	-6.4352	-24.347	-6.71823	-3.24166	3.54138
1477010461550000	-24.5009	-6.48219	4.83139	2.28644	-0.564607	radar	3.50858	-24.788	-7.18367	-24.5066	-6.53896	-3.14289	3.62873
1477010461600000	-24.6021	-6.3374	4.74085	2.25822	-0.567314	lidar	5.39264	-24.3008	-6.43799	-24.6612	-6.35538	-3.0418	3.71347
1477010461650000	-24.7427	-6.1477	4.73846	2.22645	-0.571493	radar	0.323885	-24.6108	-6.00878	-24.8107	-6.16764	-2.93846	3.79553
1477010461700000	-24.9239	-5.9462	4.78641	2.20402	-0.563654	lidar	2.63024	-25.146	-5.91902	-24.955	-5.97587	-2.83295	3.87484
1477010461750000	-25.0544	-5.7418	4.79038	2.17278	-0.564292	radar	1.86653	-24.8975	-5.02285	-25.094	-5.7802	-2.72537	3.95132
1477010461800000	-25.1876	-5.56825	4.76337	2.1517	-0.557797	lidar	0.34124	-25.1941	-5.64372	-25.2276	-5.58079	-2.61581	4.02492
1477010461850000	-25.3403	-5.38271	4.77245	2.14362	-0.524258	radar	1.30315	-25.5328	-5.4399	-25.3556	-5.37777	-2.50435	4.09557
1477010461900000	-25.4829	-5.16055	4.80782	2.11664	-0.523982	lidar	0.612135	-25.5713	-5.10241	-25.4779	-5.1713	-2.39109	4.16322
1477010461950000	-25.6146	-4.98201	4.78913	2.11159	-0.48665	radar	6.44591	-25.0178	-6.55904	-25.5946	-4.96152	-2.27613	4.22781
1477010462000000	-25.7288	-4.80656	4.74832	2.09293	-0.481964	lidar	0.576988	-25.6952	-4.89995	-25.7055	-4.7486	-2.15956	4.2893
1477010462050000	-25.8497	-4.60106	4.75254	2.0747	-0.470123	radar	0.257024	-25.8162	-4.40681	-25.8105	-4.53268	-2.04149	4.34764
1477010462100000	-25.9605	-4.36064	4.78827	2.04374	-0.476875	lidar	0.527196	-25.9516	-4.26659	-25.9096	-4.31392	-1.92202	4.40279
1477010462150000	-26.0703	-4.14043	4.78999	2.0027	-0.518696	radar	10.9921	-26.8953	-4.43966	-26.0027	-4.0925	-1.80125	4.45471
1477010462200000	-26.1603	-3.86132	4.85839	1.96183	-0.532378	lidar	2.08651	-26.1198	-3.67723	-26.0897	-3.86856	-1.67928	4.50337
1477010462250000	-26.2346	-3.62521	4.85782	1.91291	-0.577744	radar	3.58421	-26.5652	-3.85723	-26.1706	-3.64227	-1.55623	4.54875
1477010462300000	-26.264	-3.3588	4.87419	1.86212	-0.59961	lidar	4.47177	-25.9974	-3.24722	-26.2453	-3.41381	-1.4322	4.59081
1477010462350000	-26.3135	-3.11521	4.87641	1.81713	-0.626609	radar	0.597365	-26.2976	-3.01078	-26.3138	-3.18332	-1.30729	4.62954
1477010462400000	-26.339	-2.87787	4.86072	1.7762	-0.636803	lidar	1.42993	-26.1741	-2.87885	-26.376	-2.95098	-1.18162	4.66493
1477010462450000	-26.3967	-2.65059	4.85141	1.75263	-0.624752	radar	1.36057	-26.4681	-3.44967	-26.4319	-2.71697	-1.05529	4.69696
1477010462500000	-26.4741	-2.48948	4.766	1.74414	-0.604851	lidar	5.72764	-26.674	-2.73852	-26.4815	-2.48143	-0.928411	4.72562
1477010462550000	-26.5289	-2.25418	4.77229	1.72618	-0.582501	radar	0.949899	-26.657	-1.72382	-26.5247	-2.24456	-0.80109	4.75091
1477010462600000	-26.5792	-2.05481	4.72975	1.70684	-0.574117	lidar	1.24461	-26.6691	-2.17333	-26.5616	-2.0065	-0.673434	4.77284
1477010462650000	-26.6099	-1.81802	4.73197	1.68619	-0.554585	radar	1.98484	-26.3248	-1.32261	-26.5921	-1.76744	-0.545553	4.79141
1477010462700000	-26.6077	-1.57063	4.73995	1.64842	-0.564452	lidar	1.12893	-26.4671	-1.53207	-26.6161	-1.52753	-0.417552	4.80664
1477010462750000	-26.6052	-1.33896	4.73061	1.60709	-0.589079	radar	1.70894	-26.4998	-2.19526	-26.6338	-1.28695	-0.289538	4.81852
1477010462800000	-26.6087	-1.112	4.71738	1.57776	-0.589364	lidar	0.0590478	-26.5998	-1.14277	-26.6451	-1.04586	-0.161616	4.8271
1477010462850000	-26.6376	-0.885895	4.70988	1.56196	-0.572403	radar	5.14917	-27.2008	-1.67679	-26.65	-0.804425	-0.0338883	4.83238
1477010462900000	-26.6483	-0.63786	4.73048	1.53837	-0.566698	lidar	0.504476	-26.7355	-0.59539	-26.6485	-0.562811	0.0935412	4.83439
1477010462950000	-26.6358	-0.396287	4.74166	1.50121	-0.587412	radar	2.24827	-26.9891	0.0351487	-26.6406	-0.321181	0.220572	4.83317
1477010463000000	-26.5904	-0.108635	4.81009	1.46135	-0.595933	lidar	2.61819	-26.4553	0.0602653	-26.6264	-0.0796947	0.347104	4.82874
1477010463050000	-26.5709	0.130175	4.81335	1.43212	-0.599966	radar	2.75631	-26.9537	0.136943	-26.6059	0.161489	0.473041	4.82116
1477010463100000	-26.5473	0.416488	4.88152	1.4066	-0.593374	lidar	1.75222	-26.6201	0.57588	-26.5792	0.402213	0.598287	4.81045
1477010463150000	-26.5347	0.653814	4.87208	1.39642	-0.561034	radar	1.77371	-26.8241	0.381506	-26.5462	0.642323	0.722748	4.79667
1477010463200000	-26.5267	0.932003	4.92554	1.3823	-0.545485	lidar	3.12391	-26.7293	1.06082	-26.5069	0.881666	0.846334	4.77986
1477010463250000	-26.4888	1.18774	4.93572	1.3738	-0.504358	radar	7.28347	-25.9562	2.60409	-26.4616	1.12009	0.968955	4.76007
1477010463300000	-26.4313	1.42743	4.93403	1.3464	-0.506578	lidar	0.0580524	-26.3986	1.42212	-26.4101	1.35745	1.09053	4.73737
1477010463350000	-26.3927	1.64776	4.90023	1.33402	-0.483604	radar	8.37264	-26.5072	-0.563928	-26.3526	1.59361	1.21096	4.71181
1477010463400000	-26.3368	1.8635	4.86983	1.3103	-0.483885	lidar	0.314658	-26.3594	1.79315	-26.2891	1.82841	1.33018	4.68345
1477010463450000	-26.2694	2.09484	4.86758	1.28308	-0.490353	radar	0.200859	-26.3475	1.82827	-26.2197	2.06173	1.44811	4.65235
1477010463500000	-26.2062	2.29368	4.81989	1.25936	-0.490617	lidar	0.792135	-26.2502	2.18481	-26.1444	2.29342	1.56467	4.61859
1477010463550000	-26.1436	2.52212	4.80989	1.24813	-0.464289	radar	0.889884	-26.069	2.27896	-26.0633	2.52336	1.67979	4.58223
1477010463600000	-26.0645	2.76277	4.82849	1.22591	-0.462899	lidar	0.113699	-26.0641	2.80701	-25.9765	2.75141	1.79339	4.54334
1477010463650000	-25.9703	2.98585	4.83723	1.18696	-0.49736	radar	2.78509	-26.3234	3.02388	-25.8841	2.97746	1.90543	4.502
1477010463700000	-25.8694	3.25872	4.90687	1.16434	-0.493654	lidar	1.5804	-25.8345	3.42005	-25.7861	3.20139	2.01582	4.45828
1477010463750000	-25.7867	3.48766	4.90859	1.1453	-0.488865	radar	2.15553	-26.1824	3.73376	-25.6826	3.42306	2.12452	4.41227
1477010463800000	-25.6806	3.69228	4.88587	1.11814	-0.49208	lidar	0.200065	-25.6666	3.63509	-25.5737	3.64239	2.23146	4.36404
1477010463850000	-25.5641	3.90088	4.8777	1.08806	-0.500791	radar	1.11855	-25.5773	3.13316	-25.4596	3.85924	2.3366	4.31367
1477010463900000	-25.496	4.08637	4.82013	1.07481	-0.490207	lidar	3.83334	-25.7492	3.99968	-25.3402	4.07353	2.43989	4.26125
1477010463950000	-25.3728	4.28971	4.81462	1.04626	-0.496082	radar	0.607223	-25.3516	3.75691	-25.2157	4.28514	2.54127	4.20686
1477010464000000	-25.2139	4.50535	4.8426	1.01124	-0.505768	lidar	1.98508	-25.0214	4.52803	-25.0863	4.49399	2.64071	4.15058
1477010464050000	-25.0633	4.70236	4.83421	0.986468	-0.493411	radar	8.93191	-24.2719	4.30917	-24.9518	4.69998	2.73817	4.09251
1477010464100000	-24.9447	4.89738	4.81928	0.966361	-0.489144	lidar	0.45229	-25.0363	4.88499	-24.8126	4.90303	2.83361	4.03273
1477010464150000	-24.7887	5.08885	4.82074	0.936752	-0.492853	radar	2.29883	-24.3609	4.95947	-24.6686	5.10304	2.92701	3.97132
1477010464200000	-24.6215	5.29942	4.85619	0.908658	-0.495481	lidar	0.89815	-24.5041	5.35293	-24.5201	5.29995	3.01833	3.90839
1477010464250000	-24.45	5.47793	4.86692	0.866854	-0.52603	radar	0.95639	-24.4379	5.24592	-24.367	5.49367	3.10754	3.84401
1477010464300000	-24.2636	5.65066	4.87073	0.830429	-0.536243	lidar	1.23038	-24.1159	5.61152	-24.2095	5.68414	3.19464	3.77827
1477010464350000	-24.0975	5.81367	4.86214	0.795062	-0.553828	radar	3.24865	-24.5638	4.75836	-24.0477	5.8713	3.27959	3.71127
1477010464400000	-23.9239	5.97486	4.85124	0.764793	-0.556781	lidar	0.0603918	-23.9153	5.94377	-23.8818	6.05508	3.36239	3.64309
1477010464450000	-23.7789	6.16118	4.81728	0.770154	-0.494	radar	4.69365	-23.5491	6.44495	-23.7117	6.23542	3.44302	3.57383
1477010464500000	-23.6111	6.31747	4.80165	0.745094	-0.494842	lidar	0.110587	-23.6471	6.29102	-23.5377	6.41227	3.52148	3.50357
1477010464550000	-23.4616	6.49261	4.78073	0.740428	-0.461702	radar	1.90551	-23.7544	6.53746	-23.3598	6.58559	3.59775	3.4324
1477010464600000	-23.2392	6.70695	4.87645	0.720095	-0.456156	lidar	4.23413	-23.0099	6.86182	-23.1781	6.75533	3.67185	3.36041
1477010464650000	-23.0439	6.84981	4.85989	0.694807	-0.452303	radar	5.57123	-22.7862	5.74143	-22.9928	6.92146	3.74376	3.28768
1477010464700000	-22.8309	7.02011	4.89855	0.67053	-0.453014	lidar	1.03127	-22.6991	7.063	-22.804	7.08393	3.8135	3.21431
1477010464750000	-22.6196	7.15528	4.90486	0.635722	-0.470705	radar	1.48147	-22.418	6.76159	-22.6117	7.24273	3.88106	3.14038
1477010464800000	-22.4339	7.30151	4.89635	0.616241	-0.466756	lidar	0.299838	-22.5083	7.31524	-22.4161	7.39782	3.94647	3.06598
1477010464850000	-22.2061	7.42696	4.93304	0.56948	-0.510115	radar	2.54423	-22.0543	7.85452	-22.2173	7.54917	4.00974	2.99118
1477010464900000	-22.025	7.58909	4.9383	0.559947	-0.49355	lidar	2.13809	-22.1947	7.69478	-22.0154	7.69679	4.07087	2.91607
1477010464950000	-21.8411	7.75746	4.92685	0.564802	-0.44582	radar	5.85176	-21.6178	9.0351	-21.8105	7.84064	4.12989	2.84074
1477010465000000	-21.6332	7.90031	4.938	0.546998	-0.4409	lidar	0.103286	-21.6473	7.94	-21.6026	7.98072	4.18681	2.76526
1477010465050000	-21.4423	8.03536	4.91644	0.536649	-0.422577	radar	1.68758	-21.8637	7.78661	-21.392	8.11703	4.24166	2.68971
1477010465100000	-21.2141	8.07745	4.85859	0.48619	-0.454237	lidar	4.38555	-21.0853	7.83229	-21.1787	8.24957	4.29447	2.61417
1477010465150000	-21.0222	8.23183	4.83477	0.498564	-0.393522	radar	6.61794	-20.5503	9.28616	-20.9628	8.37833	4.34526	2.53871
1477010465200000	-20.8428	8.38272	4.83244	0.497825	-0.373841	lidar	3.18731	-21.0519	8.50983	-20.7444	8.50333	4.39406	2.46341
1477010465250000	-20.603	8.49303	4.87299	0.465771	-0.397932	radar	4.25649	-19.9265	9.40847	-20.5237	8.62457	4.4409	2.38835
1477010465300000	-20.3554	8.62743	4.92599	0.449794	-0.392816	lidar	1.37059	-20.21	8.68914	-20.3006	8.74206	4.48582	2.31358
1477010465350000	-20.1564	8.75887	4.89579	0.455538	-0.348827	radar	2.05521	-20.2277	8.8532	-20.0753	8.85583	4.52884	2.23919
1477010465400000	-19.9556	8.86204	4.8726	0.440584	-0.346653	lidar	0.610214	-20.0633	8.86724	-19.848	8.96589	4.57001	2.16524
1477010465450000	-19.7555	8.98313	4.84213	0.444018	-0.309808	radar	1.67239	-19.9264	8.78179	-19.6186	9.07227	4.60937	2.09179
1477010465500000	-19.5317	9.05613	4.8245	0.41753	-0.321523	lidar	0.574427	-19.4861	8.96665	-19.3873	9.17499	4.64694	2.01891
1477010465550000	-19.2932	9.16268	4.85767	0.399693	-0.326808	radar	4.36317	-18.5719	10.2069	-19.1542	9.27409	4.68278	1.94666
1477010465600000	-19.0094	9.25061	4.92012	0.372446	-0.337268	lidar	5.90311	-18.6786	9.19191	-18.9193	9.36959	4.71692	1.8751
1477010465650000	-18.7921	9.3353	4.90581	0.355653	-0.338512	radar	1.67572	-19.2825	8.98189	-18.6827	9.46154	4.7494	1.80429
1477010465700000	-18.5383	9.43598	4.94436	0.341578	-0.334957	lidar	0.769696	-18.4242	9.46852	-18.4446	9.54996	4.78028	1.73429
1477010465750000	-18.2743	9.46665	4.97531	0.288957	-0.391664	radar	5.74672	-18.1634	8.72444	-18.2049	9.63492	4.80959	1.66514
1477010465800000	-17.9871	9.59307	5.06954	0.28429	-0.374521	lidar	3.5924	-17.7736	9.72478	-17.9639	9.71643	4.83737	1.59691
1477010465850000	-17.7428	9.68283	5.06139	0.282344	-0.343479	radar	2.89194	-17.2296	9.97767	-17.7214	9.79457	4.86368	1.52964
1477010465900000	-17.4696	9.79061	5.12093	0.276306	-0.330745	lidar	1.39483	-17.3436	9.88109	-17.4777	9.86936	4.88856	1.46338
1477010465950000	-17.2229	9.86577	5.12746	0.261655	-0.329913	radar	0.48111	-17.1554	10.212	-17.2328	9.94087	4.91205	1.39818
1477010466000000	-16.9524	9.98904	5.18916	0.264749	-0.308361	lidar	1.74138	-16.8876	10.145	-16.9868	10.0091	4.93421	1.33408
1477010466050000	-16.6986	10.0547	5.19311	0.248722	-0.309207	radar	0.0721465	-16.5958	10.1078	-16.7396	10.0743	4.95507	1.27113
1477010466100000	-16.4501	10.1634	5.2154	0.250871	-0.29049	lidar	1.44531	-16.5153	10.3091	-16.4915	10.1362	4.97469	1.20937
1477010466150000	-16.1943	10.2302	5.22635	0.235187	-0.295065	radar	0.568999	-16.09	10.5824	-16.2424	10.1952	4.99311	1.14883
1477010466200000	-15.9554	10.2597	5.19163	0.210875	-0.305466	lidar	0.500097	-16.006	10.1843	-15.9924	10.2511	5.01039	1.08956
1477010466250000	-15.7075	10.3252	5.18141	0.204962	-0.289732	radar	0.28909	-15.7234	10.41	-15.7416	10.3041	5.02655	1.03159
1477010466300000	-15.4814	10.324	5.12073	0.173343	-0.308421	lidar	1.56009	-15.5699	10.1904	-15.4899	10.3543	5.04166	0.974957
1477010466350000	-15.1893	10.3451	5.18944	0.135456	-0.348943	radar	7.93219	-14.2385	10.9109	-15.2376	10.4016	5.05576	0.919692
1477010466400000	-14.9285	10.4015	5.205	0.126531	-0.339731	lidar	0.297475	-14.9365	10.4722	-14.9846	10.4462	5.06889	0.865828
1477010466450000	-14.6826	10.4392	5.15617	0.126725	-0.301278	radar	6.47553	-14.724	9.63507	-14.7309	10.4882	5.0811	0.813394
1477010466500000	-14.4359	10.4087	5.11855	0.0890551	-0.325894	lidar	2.07911	-14.4088	10.222	-14.4766	10.5276	5.09243	0.762418
1477010466550000	-14.1753	10.4347	5.12223	0.076543	-0.318694	radar	0.588806	-13.9005	10.5238	-14.2218	10.5645	5.10293	0.712926
1477010466600000	-13.8753	10.5793	5.2276	0.107455	-0.266702	lidar	8.11419	-13.8049	10.9383	-13.9665	10.5989	5.11263	0.664944
1477010466650000	-13.6199	10.6415	5.20661	0.120099	-0.221293	radar	2.31644	-13.3956	10.7857	-13.7107	10.631	5.12159	0.618496
1477010466700000	-13.3666	10.6421	5.18933	0.0980836	-0.233223	lidar	0.483601	-13.3556	10.5517	-13.4545	10.6608	5.12983	0.573603
1477010466750000	-13.1037	10.6685	5.19769	0.0866425	-0.233695	radar	0.20885	-12.9374	10.8137	-13.1979	10.6884	5.13741	0.530288
1477010466800000	-12.8482	10.7613	5.21826	0.102318	-0.204338	lidar	4.10115	-12.9591	11.0099	-12.9409	10.7138	5.14436	0.48857
1477010466850000	-12.5838	10.8128	5.22443	0.106086	-0.183246	radar	1.51103	-12.2518	11.2495	-12.6836	10.7373	5.15071	0.448467
1477010466900000	-12.3446	10.782	5.17864	0.0758557	-0.205872	lidar	1.82386	-12.3713	10.6091	-12.426	10.7587	5.15651	0.409997
1477010466950000	-12.0869	10.8207	5.17028	0.0797764	-0.181316	radar	0.732064	-11.9352	10.9161	-12.1681	10.7783	5.16179	0.373177
1477010467000000	-11.8391	10.8836	5.17159	0.0872267	-0.163816	lidar	2.12233	-11.9451	11.0515	-11.91	10.7961	5.16658	0.338022
1477010467050000	-11.5632	10.9047	5.19429	0.0790409	-0.162903	radar	2.6521	-10.9703	10.9676	-11.6516	10.8121	5.17092	0.304546
1477010467100000	-11.3311	10.9201	5.15832	0.0698654	-0.164111	lidar	0.842051	-11.4548	10.9407	-11.393	10.8265	5.17484	0.272761
1477010467150000	-11.0673	10.8544	5.19427	0.00461378	-0.262059	radar	9.60486	-11.3472	10.5111	-11.1342	10.8394	5.17836	0.242681
1477010467200000	-10.7784	10.8263	5.2249	-0.0190908	-0.273036	lidar	2.73261	-10.6009	10.6823	-10.8753	10.8509	5.18153	0.214317
1477010467250000	-10.5224	10.8228	5.2177	-0.0309011	-0.270197	radar	0.16742	-10.6563	10.8369	-10.6161	10.8609	5.18435	0.187679
1477010467300000	-10.2872	10.8186	5.18562	-0.0423973	-0.268362	lidar	1.01359	-10.4142	10.8747	-10.3569	10.8697	5.18687	0.162776
1477010467350000	-10.0367	10.8738	5.1427	-0.0105344	-0.191217	radar	6.67194	-9.90413	11.2255	-10.0976	10.8772	5.1891	0.139618
1477010467400000	-9.77745	10.9185	5.15656	-0.0017649	-0.171468	lidar	2.05385	-9.83445	11.1032	-9.83809	10.8837	5.19106	0.118212
1477010467450000	-9.54275	10.9022	5.11841	-0.0139926	-0.172462	radar	4.04939	-10.195	10.3498	-9.57852	10.8891	5.19278	0.0985664
1477010467500000	-9.28348	10.9261	5.12913	-0.0118683	-0.160989	lidar	0.682371	-9.3066	11.0348	-9.31887	10.8936	5.19428	0.0806865
1477010467550000	-9.03523	10.9088	5.10782	-0.0209844	-0.15632	radar	2.69936	-9.2226	10.3527	-9.05915	10.8972	5.19557	0.0645787
1477010467600000	-8.77304	10.9375	5.12411	-0.015632	-0.142355	lidar	1.00166	-8.78899	11.0707	-8.79937	10.9001	5.19667	0.050248
1477010467650000	-8.53005	10.8974	5.09753	-0.0348287	-0.153276	radar	6.46098	-8.83914	10.0319	-8.53953	10.9023	5.19759	0.0376992
1477010467700000	-8.35479	10.8228	4.9791	-0.0680324	-0.180356	lidar	5.76023	-8.62045	10.6577	-8.27965	10.9039	5.19835	0.0269359
1477010467750000	-8.10205	10.8366	4.97557	-0.0578447	-0.149584	radar	1.51518	-7.91543	11.1157	-8.01974	10.905	5.19896	0.0179617
1477010467800000	-7.77883	10.8744	5.08535	-0.0435374	-0.126163	lidar	4.85216	-7.51971	11.0005	-7.75979	10.9057	5.19942	0.0107791
1477010467850000	-7.51638	10.8757	5.0839	-0.0357872	-0.098505	radar	2.17068	-7.25987	10.6458	-7.49981	10.9061	5.19975	0.00539029
1477010467900000	-7.24384	10.8611	5.10851	-0.0420701	-0.0999073	lidar	0.517633	-7.15631	10.815	-7.23983	10.9063	5.19994	0.00179692
1477010467950000	-7.00303	10.8958	5.07239	-0.0152247	-0.0448344	radar	4.14278	-7.39396	11.0181	-6.97983	10.9064	5.2	-7.84874e-15
