time_stamp	px_state	py_state	v_state	yaw_angle_state	yaw_rate_state	sensor_type	NIS	px_measured	py_measured	px_ground_truth	py_ground_truth	vx_ground_truth	vy_ground_truth
1477010452450000	4.5769	18.8378	4.95131	3.79446	0.457256	radar	1.48494	3.98679	19.0452	4.63297	18.8689	-4.04263	-2.96359
1477010452500000	4.39723	18.7061	4.922	3.81402	0.454417	lidar	1.11771	4.4685	18.834	4.43224	18.7188	-3.99012	-3.0422
1477010452550000	4.21342	18.5639	4.88783	3.82827	0.437213	radar	1.37399	4.69245	18.4634	4.23416	18.5648	-3.93685	-3.11888
1477010452600000	4.08438	18.4083	4.819	3.86392	0.453637	lidar	2.11243	4.26269	18.481	4.03876	18.4071	-3.88293	-3.19362
1477010452650000	3.90098	18.2363	4.87629	3.9019	0.488566	radar	7.19937	3.42434	18.8357	3.84606	18.2457	-3.82841	-3.26644
1477010452700000	3.65115	18.0952	4.94357	3.89755	0.455758	lidar	2.60141	3.45919	18.167	3.65611	18.0807	-3.77339	-3.33732
1477010452750000	3.48679	17.9439	4.89131	3.9108	0.43631	radar	3.38151	4.3011	17.9267	3.46891	17.9122	-3.71795	-3.40627
1477010452800000	3.26366	17.777	4.94267	3.91742	0.418574	lidar	1.18328	3.12525	17.7493	3.28449	17.7402	-3.66215	-3.47331
1477010452850000	3.08502	17.5938	4.97927	3.94741	0.438906	radar	2.42298	2.65664	17.888	3.10287	17.565	-3.60609	-3.53844
1477010452900000	2.90507	17.4757	4.9441	3.94787	0.416448	lidar	6.13409	2.9449	17.8154	2.92405	17.3866	-3.54982	-3.60167
1477010452950000	2.76199	17.2603	4.978	3.99698	0.461416	radar	3.24751	3.26647	17.0897	2.74805	17.2051	-3.49344	-3.66302
1477010453000000	2.58744	17.0751	4.98898	4.01474	0.455413	lidar	0.0761813	2.55407	17.0853	2.57486	17.0205	-3.437	-3.72251
1477010453050000	2.42355	16.9079	4.939	4.01942	0.423225	radar	2.02175	2.55039	16.8884	2.4045	16.833	-3.38059	-3.78014
1477010453100000	2.25907	16.7354	4.9328	4.03258	0.41467	lidar	0.512686	2.25371	16.8334	2.23695	16.6427	-3.32428	-3.83595
1477010453150000	2.08621	16.5397	4.93162	4.04174	0.393291	radar	5.02358	1.57735	16.0489	2.07221	16.4497	-3.26812	-3.88995
1477010453200000	1.93174	16.3098	4.9643	4.06983	0.401754	lidar	2.26412	1.88972	16.1054	1.91027	16.254	-3.21219	-3.94216
1477010453250000	1.77531	16.1331	4.9297	4.07466	0.376995	radar	1.1084	1.74362	16.2687	1.75112	16.0557	-3.15656	-3.99261
1477010453300000	1.57252	15.9642	4.95865	4.06625	0.346609	lidar	1.83243	1.44745	16.0853	1.59474	15.8549	-3.10129	-4.04132
1477010453350000	1.44513	15.7343	4.99757	4.10635	0.382518	radar	1.97962	1.6097	15.5526	1.44111	15.6517	-3.04644	-4.08832
1477010453400000	1.27368	15.517	5.03615	4.11751	0.373065	lidar	0.873547	1.18395	15.4284	1.29021	15.4463	-2.99207	-4.13364
1477010453450000	1.11876	15.3238	5.02607	4.12431	0.356829	radar	0.999244	0.828993	15.528	1.14201	15.2386	-2.93825	-4.1773
1477010453500000	0.910031	15.1063	5.09695	4.119	0.330162	lidar	2.61944	0.722706	15.0075	0.996486	15.0288	-2.88503	-4.21933
1477010453550000	0.764306	14.9248	5.04633	4.1196	0.303571	radar	2.50984	1.03147	15.2134	0.853604	14.8169	-2.83246	-4.25977
1477010453600000	0.657855	14.7098	5.02194	4.14749	0.317862	lidar	0.398786	0.737301	14.7047	0.71333	14.603	-2.78061	-4.29864
1477010453650000	0.545654	14.4696	5.05451	4.18294	0.34758	radar	1.70756	0.722177	14.2445	0.575628	14.3872	-2.72952	-4.33598
1477010453700000	0.372897	14.2482	5.0973	4.18399	0.32899	lidar	0.980621	0.253435	14.2029	0.440459	14.1696	-2.67925	-4.37181
1477010453750000	0.253094	13.9976	5.16361	4.21963	0.36405	radar	3.22515	-0.0328023	13.9604	0.307779	13.9502	-2.62984	-4.40617
1477010453800000	0.230506	13.749	5.10303	4.27764	0.408825	lidar	3.55028	0.459172	13.6856	0.177545	13.7292	-2.58135	-4.43909
1477010453850000	0.127971	13.5067	5.13729	4.30586	0.424188	radar	1.10058	0.0524412	13.6377	0.0497099	13.5065	-2.53381	-4.47061
1477010453900000	-0.0364202	13.2772	5.18021	4.30094	0.394187	lidar	1.50588	-0.190344	13.2856	-0.0757753	13.2823	-2.48728	-4.50075
1477010453950000	-0.153503	13.058	5.1474	4.30624	0.371508	radar	1.02209	-0.275043	13.1456	-0.198962	13.0566	-2.44179	-4.52955
1477010454000000	-0.165532	12.8309	5.07389	4.35696	0.409204	lidar	3.29678	0.0462308	12.9301	-0.319903	12.8295	-2.39739	-4.55704
1477010454050000	-0.283391	12.605	5.04605	4.35662	0.37702	radar	3.52419	-0.684792	12.3563	-0.438654	12.6011	-2.35412	-4.58326
1477010454100000	-0.401295	12.3692	5.06631	4.36238	0.36175	lidar	0.360341	-0.476482	12.3633	-0.555273	12.3714	-2.31202	-4.60823
1477010454150000	-0.523939	12.1599	5.03672	4.35644	0.329184	radar	3.85652	-0.972122	12.5207	-0.669818	12.1404	-2.27111	-4.63198
1477010454200000	-0.603225	11.9396	5.01505	4.37305	0.329835	lidar	0.531128	-0.582624	12.0386	-0.78235	11.9083	-2.23144	-4.65456
1477010454250000	-0.727348	11.7115	5.01643	4.3679	0.301138	radar	2.86779	-1.26757	11.6495	-0.892931	11.6751	-2.19304	-4.67598
1477010454300000	-0.917811	11.4685	5.08869	4.33955	0.250562	lidar	4.3266	-1.17212	11.3988	-1.00163	11.4409	-2.15594	-4.69628
1477010454350000	-1.02198	11.2426	5.04525	4.33637	0.221351	radar	3.07829	-0.891441	10.959	-1.1085	11.2057	-2.12017	-4.71549
1477010454400000	-1.196	11.0151	5.08735	4.31243	0.18141	lidar	2.48858	-1.39289	11.0424	-1.21362	10.9695	-2.08575	-4.73364
1477010454450000	-1.2767	10.7702	5.1138	4.33663	0.207017	radar	1.15576	-1.29894	10.9012	-1.31706	10.7324	-2.05273	-4.75075
1477010454500000	-1.40541	10.5168	5.1536	4.33447	0.192648	lidar	1.00256	-1.49687	10.4198	-1.41889	10.4945	-2.02111	-4.76686
1477010454550000	-1.49192	10.2556	5.19368	4.35533	0.211934	radar	1.40715	-1.59293	10.0212	-1.51917	10.2559	-1.99093	-4.78198
1477010454600000	-1.59228	10.0444	5.16418	4.35725	0.20269	lidar	1.97634	-1.61875	10.2374	-1.61797	10.0165	-1.96221	-4.79615
1477010454650000	-1.68142	9.81442	5.13989	4.3628	0.194083	radar	0.527251	-1.59702	9.96554	-1.71539	9.77637	-1.93498	-4.80939
1477010454700000	-1.75846	9.59306	5.11077	4.37385	0.195902	lidar	0.790341	-1.73381	9.71347	-1.81147	9.53564	-1.90924	-4.82172
1477010454750000	-1.8664	9.34245	5.15457	4.37957	0.19723	radar	2.58945	-2.27191	9.37316	-1.90631	9.29431	-1.88502	-4.83316
1477010454800000	-1.94794	9.05155	5.20758	4.3958	0.203691	lidar	4.11058	-1.93833	8.77028	-1.99998	9.05243	-1.86233	-4.84374
1477010454850000	-2.03479	8.82797	5.16436	4.39495	0.184449	radar	1.82927	-1.96565	9.13274	-2.09256	8.81003	-1.8412	-4.85347
1477010454900000	-2.13128	8.5761	5.18235	4.39806	0.177436	lidar	0.191031	-2.1768	8.5411	-2.18412	8.56717	-1.82164	-4.86238
1477010454950000	-2.25736	8.32339	5.21585	4.38779	0.154551	radar	2.96432	-2.65862	8.19477	-2.27474	8.32388	-1.80365	-4.87047
1477010455000000	-2.30734	8.08859	5.18144	4.4071	0.167821	lidar	0.698173	-2.21875	8.15339	-2.3645	8.0802	-1.78726	-4.87778
1477010455050000	-2.37303	7.87431	5.12796	4.41396	0.163331	radar	5.48266	-2.273	8.52315	-2.45348	7.83617	-1.77248	-4.8843
1477010455100000	-2.48541	7.62348	5.15815	4.40749	0.146751	lidar	0.762903	-2.59674	7.60288	-2.54177	7.59184	-1.75931	-4.89006
1477010455150000	-2.64642	7.3897	5.16249	4.36861	0.0800535	radar	5.95499	-3.08256	7.38874	-2.62944	7.34723	-1.74777	-4.89507
1477010455200000	-2.75005	7.13365	5.18876	4.36716	0.0737928	lidar	0.398095	-2.79865	7.064	-2.71658	7.10238	-1.73786	-4.89933
1477010455250000	-2.81379	6.89859	5.17371	4.38368	0.0941735	radar	1.55187	-2.79412	7.20818	-2.80326	6.85734	-1.72958	-4.90286
1477010455300000	-2.85899	6.68811	5.10807	4.39951	0.106628	lidar	2.47532	-2.74651	6.86867	-2.88957	6.61214	-1.72295	-4.90566
1477010455350000	-2.9267	6.46425	5.05108	4.39609	0.0822651	radar	4.19328	-2.57673	6.36755	-2.97559	6.36681	-1.71797	-4.90774
1477010455400000	-2.98218	6.22676	5.0331	4.4087	0.0915767	lidar	0.365702	-2.90217	6.22989	-3.0614	6.12139	-1.71464	-4.90911
1477010455450000	-3.09884	5.98049	5.07131	4.39878	0.0772819	radar	3.3751	-3.50172	6.10796	-3.14709	5.87592	-1.71297	-4.90976
1477010455500000	-3.18021	5.70758	5.11263	4.40441	0.0789751	lidar	1.63475	-3.1778	5.53101	-3.23274	5.63043	-1.71295	-4.9097
1477010455550000	-3.28941	5.46086	5.11692	4.38559	0.0392789	radar	2.37865	-3.19736	5.19093	-3.31843	5.38496	-1.71458	-4.90893
1477010455600000	-3.38473	5.20028	5.149	4.38427	0.03566	lidar	0.600209	-3.43031	5.10507	-3.40424	5.13955	-1.71787	-4.90745
1477010455650000	-3.45348	4.95432	5.1486	4.39547	0.0512248	radar	0.183499	-3.4281	4.94644	-3.49026	4.89422	-1.72281	-4.90525
1477010455700000	-3.56578	4.67843	5.21114	4.38922	0.0419942	lidar	2.22584	-3.69435	4.52196	-3.57657	4.64902	-1.72939	-4.90233
1477010455750000	-3.67535	4.42622	5.22111	4.3704	0.00337651	radar	2.36319	-3.50501	4.17643	-3.66325	4.40398	-1.73763	-4.89868
1477010455800000	-3.80604	4.15712	5.2825	4.3576	-0.00972765	lidar	2.74483	-4.00238	4.04684	-3.75039	4.15913	-1.74749	-4.8943
1477010455850000	-3.88815	3.91607	5.27303	4.36602	0.00850732	radar	1.11047	-4.06447	4.10977	-3.83806	3.91452	-1.75899	-4.88918
1477010455900000	-3.96129	3.68197	5.24274	4.37042	0.0121186	lidar	0.607611	-3.88053	3.75177	-3.92635	3.67019	-1.77212	-4.8833
1477010455950000	-4.06472	3.47387	5.19499	4.35238	-0.0210526	radar	4.2305	-4.23729	3.88878	-4.01533	3.42616	-1.78686	-4.87666
1477010456000000	-4.15553	3.22915	5.19684	4.3518	-0.0205359	lidar	0.00573718	-4.15119	3.21968	-4.10509	3.18248	-1.8032	-4.86925
1477010456050000	-4.27134	2.97542	5.22581	4.33683	-0.0454797	radar	0.867854	-4.27467	2.88187	-4.19571	2.93919	-1.82113	-4.86104
1477010456100000	-4.3601	2.70306	5.26119	4.34073	-0.0383169	lidar	1.30483	-4.32451	2.55034	-4.28727	2.69633	-1.84065	-4.85202
1477010456150000	-4.44768	2.45336	5.26237	4.34475	-0.0280815	radar	0.158122	-4.38481	2.39989	-4.37985	2.45393	-1.86173	-4.84218
1477010456200000	-4.55146	2.19001	5.29474	4.34321	-0.0270943	lidar	0.694808	-4.61223	2.09192	-4.47352	2.21205	-1.88436	-4.83149
1477010456250000	-4.66202	1.95704	5.28707	4.31965	-0.0743767	radar	4.15124	-4.29257	1.92854	-4.56836	1.97072	-1.90853	-4.81994
1477010456300000	-4.77616	1.68588	5.33574	4.31662	-0.0716284	lidar	1.63167	-4.86829	1.53442	-4.66444	1.72998	-1.93422	-4.80751
1477010456350000	-4.90035	1.43689	5.35898	4.29955	-0.0969614	radar	0.685246	-4.98165	1.43611	-4.76186	1.48989	-1.9614	-4.79417
1477010456400000	-4.96043	1.20051	5.31124	4.30672	-0.0869885	lidar	4.79102	-4.66779	1.28643	-4.86066	1.25049	-1.99007	-4.7799
1477010456450000	-5.05724	0.980894	5.26804	4.30306	-0.0840412	radar	1.07632	-4.98594	1.10894	-4.96095	1.01182	-2.02019	-4.76468
1477010456500000	-5.11897	0.746526	5.22701	4.30963	-0.0749974	lidar	3.91084	-4.85498	0.825661	-5.06277	0.77393	-2.05174	-4.74848
1477010456550000	-5.21209	0.455727	5.29937	4.31412	-0.0699088	radar	5.20882	-4.84736	0.18101	-5.16621	0.536876	-2.08471	-4.73127
1477010456600000	-5.28737	0.214289	5.27681	4.31788	-0.0633653	lidar	1.48952	-5.1231	0.257311	-5.27133	0.300706	-2.11906	-4.71303
1477010456650000	-5.39637	-0.025827	5.26651	4.32064	-0.0437171	radar	30.3911	-5.99809	-0.290765	-5.3782	0.0654719	-2.15477	-4.69374
1477010456700000	-5.46826	-0.264815	5.24194	4.3257	-0.0370942	lidar	1.60705	-5.29972	-0.212982	-5.4869	-0.168772	-2.1918	-4.67335
1477010456750000	-5.5889	-0.451659	5.17834	4.30291	-0.0671221	radar	4.0863	-5.64447	-0.144522	-5.59748	-0.401971	-2.23014	-4.65185
1477010456800000	-5.72588	-0.638903	5.12719	4.27862	-0.0928163	lidar	3.00179	-5.85359	-0.445801	-5.71001	-0.634069	-2.26974	-4.62919
1477010456850000	-5.84021	-0.866674	5.14718	4.25897	-0.127696	radar	5.50228	-5.30947	-0.724468	-5.82456	-0.865006	-2.31058	-4.60536
1477010456900000	-5.93548	-1.13147	5.18413	4.26592	-0.110875	lidar	1.23389	-5.87835	-1.26863	-5.94118	-1.09472	-2.35262	-4.58032
1477010456950000	-6.02418	-1.39689	5.21667	4.27442	-0.0945133	radar	2.66417	-5.68069	-1.52871	-6.05993	-1.32316	-2.39581	-4.55404
1477010457000000	-6.16254	-1.6048	5.19376	4.25466	-0.112817	lidar	1.19549	-6.27263	-1.50938	-6.18087	-1.55025	-2.44014	-4.52648
1477010457050000	-6.30529	-1.84023	5.25144	4.22612	-0.160127	radar	4.31589	-6.11355	-1.75966	-6.30406	-1.77593	-2.48555	-4.49762
1477010457100000	-6.4111	-2.08761	5.26298	4.22754	-0.14867	lidar	0.422493	-6.34007	-2.13685	-6.42954	-2.00014	-2.532	-4.46742
1477010457150000	-6.56245	-2.29204	5.2382	4.20538	-0.165289	radar	3.15644	-6.99344	-2.17445	-6.55738	-2.22281	-2.57946	-4.43585
1477010457200000	-6.71151	-2.50131	5.22491	4.1856	-0.179352	lidar	0.554485	-6.79288	-2.4458	-6.68761	-2.44386	-2.62788	-4.40288
1477010457250000	-6.86712	-2.71448	5.22961	4.16413	-0.197039	radar	1.21872	-7.14408	-2.67584	-6.82029	-2.66323	-2.6772	-4.36847
1477010457300000	-6.96006	-2.97965	5.25927	4.17967	-0.165817	lidar	2.33236	-6.8003	-3.10086	-6.95546	-2.88084	-2.7274	-4.3326
1477010457350000	-7.08934	-3.20365	5.24332	4.1753	-0.157439	radar	0.230501	-7.13937	-3.22028	-7.09316	-3.09663	-2.7784	-4.29523
1477010457400000	-7.21421	-3.4	5.20241	4.16285	-0.164328	lidar	1.41389	-7.12118	-3.26434	-7.23344	-3.3105	-2.83017	-4.25632
1477010457450000	-7.36043	-3.64602	5.23766	4.15868	-0.157941	radar	4.43509	-7.77186	-4.08999	-7.37632	-3.5224	-2.88265	-4.21586
1477010457500000	-7.51907	-3.78897	5.15319	4.12243	-0.194378	lidar	5.01019	-7.49009	-3.49081	-7.52184	-3.73223	-2.93579	-4.1738
1477010457550000	-7.66357	-3.99827	5.15708	4.10983	-0.200293	radar	0.484191	-7.52393	-3.88213	-7.67004	-3.93992	-2.98953	-4.13012
1477010457600000	-7.81836	-4.22451	5.17911	4.10144	-0.197714	lidar	0.479886	-7.88049	-4.29783	-7.82094	-4.14538	-3.04381	-4.08479
1477010457650000	-7.96946	-4.44242	5.18566	4.09333	-0.194765	radar	0.380387	-8.08524	-4.57834	-7.97457	-4.34854	-3.09857	-4.03778
1477010457700000	-8.13124	-4.67799	5.22119	4.08743	-0.189252	lidar	1.21049	-8.22492	-4.79812	-8.13095	-4.5493	-3.15376	-3.98906
1477010457750000	-8.27139	-4.88231	5.16518	4.08717	-0.169439	radar	2.54181	-8.453	-4.95621	-8.2901	-4.74759	-3.2093	-3.93862
1477010457800000	-8.40487	-5.10042	5.16419	4.08741	-0.159035	lidar	0.273869	-8.33552	-5.1059	-8.45204	-4.94331	-3.26514	-3.88641
1477010457850000	-8.5515	-5.27065	5.08637	4.07503	-0.158472	radar	4.10102	-8.55062	-4.79248	-8.61678	-5.13637	-3.32121	-3.83242
1477010457900000	-8.74254	-5.46867	5.10566	4.05271	-0.175286	lidar	1.71194	-8.91477	-5.51752	-8.78433	-5.32669	-3.37745	-3.77663
1477010457950000	-8.9015	-5.66618	5.09245	4.04383	-0.173483	radar	0.366743	-9.04115	-5.69364	-8.95469	-5.51417	-3.43377	-3.71901
1477010458000000	-9.05943	-5.85258	5.07869	4.03163	-0.17792	lidar	0.168048	-9.03391	-5.80267	-9.12788	-5.69872	-3.49012	-3.65955
1477010458050000	-9.19844	-6.01247	4.99379	4.02277	-0.173598	radar	6.46899	-8.86897	-5.41973	-9.30388	-5.88026	-3.54643	-3.59823
1477010458100000	-9.3776	-6.11862	4.91785	3.982	-0.212977	lidar	5.14202	-9.30811	-5.82368	-9.4827	-6.05868	-3.60261	-3.53503
1477010458150000	-9.55239	-6.30167	4.92188	3.96875	-0.215416	radar	0.890244	-9.80646	-6.41174	-9.66432	-6.23389	-3.6586	-3.46994
1477010458200000	-9.69417	-6.50778	4.92983	3.97435	-0.195886	lidar	0.466933	-9.62547	-6.55958	-9.84874	-6.4058	-3.71431	-3.40295
1477010458250000	-9.91426	-6.66861	4.9739	3.93824	-0.230011	radar	6.92418	-10.6688	-6.35543	-10.0359	-6.57431	-3.76969	-3.33404
1477010458300000	-10.1177	-6.83137	4.98193	3.91301	-0.246086	lidar	0.643328	-10.2246	-6.83402	-10.2259	-6.73933	-3.82463	-3.26321
1477010458350000	-10.3018	-6.99386	4.98986	3.89507	-0.254164	radar	1.05837	-10.2205	-6.71044	-10.4186	-6.90075	-3.87907	-3.19046
1477010458400000	-10.5309	-7.1714	5.03418	3.87028	-0.26761	lidar	3.52702	-10.7616	-7.29159	-10.614	-7.05849	-3.93293	-3.11577
1477010458450000	-10.7354	-7.31467	5.03478	3.8438	-0.283929	radar	1.96134	-10.8944	-6.83335	-10.8121	-7.21245	-3.98613	-3.03916
1477010458500000	-10.9809	-7.47383	5.07666	3.81267	-0.303059	lidar	3.54422	-11.2219	-7.56979	-11.0128	-7.36252	-4.03859	-2.96062
1477010458550000	-11.1696	-7.61531	5.04002	3.79622	-0.304413	radar	1.26653	-10.986	-7.3707	-11.2161	-7.50862	-4.09021	-2.88015
1477010458600000	-11.3212	-7.76867	4.9984	3.79634	-0.287225	lidar	3.16397	-11.0934	-7.6776	-11.422	-7.65064	-4.14093	-2.79777
1477010458650000	-11.5164	-7.89696	4.96815	3.77539	-0.295127	radar	1.86725	-11.4213	-7.46085	-11.6304	-7.78849	-4.19066	-2.71349
1477010458700000	-11.6982	-8.00173	4.91757	3.75178	-0.306502	lidar	3.21937	-11.5269	-7.8215	-11.8413	-7.92208	-4.23932	-2.6273
1477010458750000	-11.892	-8.1165	4.85133	3.73012	-0.313866	radar	1.99813	-11.9422	-7.88317	-12.0546	-8.05131	-4.28682	-2.53924
1477010458800000	-12.108	-8.20715	4.83176	3.69515	-0.336738	lidar	0.854576	-12.09	-8.08828	-12.2702	-8.17609	-4.33309	-2.44932
1477010458850000	-12.3326	-8.33529	4.89534	3.67529	-0.339399	radar	2.61855	-12.4462	-8.02117	-12.4881	-8.29633	-4.37802	-2.35756
1477010458900000	-12.5374	-8.4156	4.85858	3.64421	-0.356546	lidar	1.98367	-12.4231	-8.2599	-12.7082	-8.41193	-4.42156	-2.26399
1477010458950000	-12.7434	-8.50359	4.79956	3.61669	-0.369511	radar	1.85839	-12.7461	-8.19449	-12.9304	-8.5228	-4.4636	-2.16863
1477010459000000	-13.0204	-8.59127	4.85116	3.57429	-0.396116	lidar	4.09867	-13.2911	-8.64594	-13.1547	-8.62886	-4.50407	-2.07151
1477010459050000	-13.2671	-8.69229	4.9012	3.5502	-0.399021	radar	2.75689	-13.7929	-8.47158	-13.381	-8.73002	-4.54289	-1.97267
1477010459100000	-13.4898	-8.73842	4.86953	3.5114	-0.421539	lidar	2.03817	-13.384	-8.57583	-13.6092	-8.82619	-4.57997	-1.87214
1477010459150000	-13.7065	-8.78168	4.79428	3.47189	-0.44756	radar	3.93668	-13.6376	-8.26344	-13.8392	-8.91729	-4.61524	-1.76997
1477010459200000	-13.9341	-8.8894	4.81137	3.46287	-0.431745	lidar	0.794189	-13.9959	-8.99264	-14.0709	-9.00324	-4.64861	-1.6662
1477010459250000	-14.1832	-8.98085	4.88644	3.44937	-0.416606	radar	2.89246	-14.4737	-8.79552	-14.3043	-9.08395	-4.68001	-1.56086
1477010459300000	-14.4073	-9.08956	4.89242	3.446	-0.396426	lidar	0.598206	-14.4273	-9.1875	-14.5391	-9.15936	-4.70936	-1.45402
1477010459350000	-14.6366	-9.1607	4.87694	3.42598	-0.398058	radar	0.255461	-14.5757	-9.32634	-14.7754	-9.22939	-4.73658	-1.34573
1477010459400000	-14.921	-9.15886	4.90972	3.36804	-0.440801	lidar	2.13031	-15.062	-9.04396	-15.013	-9.29397	-4.76161	-1.23603
1477010459450000	-15.178	-9.23256	4.94216	3.35268	-0.431801	radar	4.51752	-15.6189	-9.69365	-15.2517	-9.35302	-4.78436	-1.125
1477010459500000	-15.4423	-9.34485	4.98885	3.35453	-0.40398	lidar	5.32333	-15.6682	-9.56749	-15.4916	-9.40649	-4.80476	-1.01269
1477010459550000	-15.686	-9.3748	4.9489	3.32049	-0.42583	radar	2.03498	-15.9382	-9.35751	-15.7324	-9.45431	-4.82275	-0.899159
1477010459600000	-15.9435	-9.45748	4.97634	3.315	-0.407226	lidar	2.13221	-16.0862	-9.59819	-15.9741	-9.49642	-4.83827	-0.784484
1477010459650000	-16.1951	-9.46745	4.95784	3.2773	-0.430813	radar	2.31624	-16.6033	-8.85459	-16.2164	-9.53277	-4.85124	-0.668734
1477010459700000	-16.447	-9.46168	4.95866	3.23913	-0.449651	lidar	0.538645	-16.4229	-9.37029	-16.4594	-9.5633	-4.8616	-0.55198
1477010459750000	-16.6668	-9.46094	4.90538	3.20691	-0.465537	radar	5.20866	-16.011	-9.33486	-16.7027	-9.58797	-4.8693	-0.434301
1477010459800000	-16.9491	-9.447	4.94928	3.16786	-0.482285	lidar	1.5038	-17.1132	-9.43043	-16.9464	-9.60673	-4.87427	-0.315773
1477010459850000	-17.2009	-9.5052	4.97582	3.17115	-0.446319	radar	7.83216	-16.9255	-10.8571	-17.1903	-9.61954	-4.87646	-0.196479
1477010459900000	-17.4611	-9.52266	4.99141	3.15343	-0.440783	lidar	0.506732	-17.5448	-9.57485	-17.4342	-9.62636	-4.87583	-0.0765024
1477010459950000	-17.7187	-9.51223	4.98734	3.12265	-0.454668	radar	1.70485	-18.1371	-9.39146	-17.6781	-9.62717	-4.87232	0.0440703
1477010460000000	-17.9734	-9.48006	4.99521	3.08893	-0.466791	lidar	0.206751	-17.9724	-9.42299	-17.9216	-9.62194	-4.86588	0.165151
1477010460050000	-18.2179	-9.4425	4.97371	3.05184	-0.488162	radar	0.741433	-18.3083	-9.18778	-18.1648	-9.61064	-4.85648	0.286648
1477010460100000	-18.4231	-9.48515	4.91436	3.05862	-0.454815	lidar	2.30127	-18.2763	-9.60997	-18.4074	-9.59325	-4.84408	0.40847
1477010460150000	-18.6598	-9.47143	4.91677	3.04403	-0.441237	radar	1.6847	-18.2443	-9.58547	-18.6493	-9.56977	-4.82864	0.530522
1477010460200000	-18.9081	-9.46285	4.91963	3.02962	-0.432641	lidar	0.269654	-18.9545	-9.51544	-18.8904	-9.54017	-4.81012	0.652707
1477010460250000	-19.1388	-9.42415	4.91431	3.00758	-0.429676	radar	3.9605	-18.6983	-9.02886	-19.1305	-9.50447	-4.78851	0.774927
1477010460300000	-19.3832	-9.30732	4.93239	2.95133	-0.467939	lidar	3.00384	-19.2983	-9.09865	-19.3694	-9.46265	-4.76378	0.897083
1477010460350000	-19.617	-9.23162	4.913	2.9111	-0.493898	radar	1.16597	-19.7037	-8.79906	-19.6069	-9.41472	-4.73591	1.01907
1477010460400000	-19.8677	-9.11055	4.94551	2.86028	-0.52204	lidar	1.35972	-19.8731	-8.96417	-19.8431	-9.36071	-4.70487	1.1408
1477010460450000	-20.1045	-9.0102	4.95612	2.82257	-0.534057	radar	4.97847	-20.3815	-7.6755	-20.0775	-9.30061	-4.67066	1.26215
1477010460500000	-20.2836	-9.13011	4.8165	2.87747	-0.448287	lidar	14.8063	-20.1607	-9.59663	-20.3102	-9.23446	-4.63328	1.38303
1477010460550000	-20.5227	-9.08652	4.82459	2.86707	-0.431762	radar	1.54899	-20.4587	-9.7448	-20.5409	-9.16227	-4.59271	1.50334
1477010460600000	-20.7434	-8.99238	4.82198	2.83413	-0.444274	lidar	0.705621	-20.6596	-8.91527	-20.7696	-9.08409	-4.54895	1.62296
1477010460650000	-20.9852	-8.91103	4.83575	2.80823	-0.450513	radar	2.41552	-21.5568	-8.5005	-20.9959	-8.99994	-4.50202	1.74179
1477010460700000	-21.1822	-8.84237	4.79266	2.78911	-0.447738	lidar	1.40264	-21.0195	-8.85081	-21.2198	-8.90987	-4.45191	1.85972
1477010460750000	-21.4154	-8.75375	4.79842	2.76274	-0.456095	radar	1.89449	-21.8628	-8.64129	-21.4412	-8.81393	-4.39865	1.97666
1477010460800000	-21.6098	-8.72679	4.73306	2.76386	-0.431412	lidar	1.98842	-21.5029	-8.87191	-21.6597	-8.71217	-4.34224	2.0925
1477010460850000	-21.8024	-8.58281	4.69813	2.70383	-0.491778	radar	6.69485	-21.9514	-7.41274	-21.8754	-8.60465	-4.2827	2.20712
1477010460900000	-22.0058	-8.50732	4.67401	2.68923	-0.48142	lidar	0.295343	-21.9793	-8.57089	-22.0881	-8.49143	-4.22007	2.32043
1477010460950000	-22.2152	-8.39832	4.68701	2.66847	-0.471282	radar	1.9122	-22.1914	-7.70392	-22.2975	-8.37258	-4.15437	2.43232
1477010461000000	-22.4448	-8.3028	4.70526	2.65292	-0.462236	lidar	1.13996	-22.5838	-8.35296	-22.5035	-8.24817	-4.08564	2.5427
1477010461050000	-22.6369	-8.18461	4.68445	2.62174	-0.476703	radar	0.987693	-22.3177	-8.57758	-22.7061	-8.11829	-4.01391	2.65145
1477010461100000	-22.8698	-7.95244	4.79525	2.55791	-0.517212	lidar	5.65966	-22.9861	-7.6724	-22.9049	-7.98301	-3.93923	2.75848
1477010461150000	-23.0607	-7.80294	4.77826	2.51193	-0.556213	radar	3.70367	-23.2693	-8.32031	-23.1	-7.84243	-3.86163	2.8637
1477010461200000	-23.2871	-7.62938	4.84004	2.47825	-0.560835	lidar	2.18094	-23.4777	-7.56583	-23.2911	-7.69663	-3.78118	2.967
1477010461250000	-23.4862	-7.48961	4.85481	2.46649	-0.530047	radar	1.63035	-23.473	-7.02103	-23.4781	-7.54572	-3.69792	3.06828
1477010461300000	-23.6532	-7.34441	4.82585	2.43968	-0.53122	lidar	0.681025	-23.5408	-7.36069	-23.6609	-7.3898	-3.61191	3.16746
1477010461350000	-23.8435	-7.18517	4.83966	2.41772	-0.521448	radar	0.89317	-24.0505	-6.56968	-23.8393	-7.22897	-3.52321	3.26445
1477010461400000	-24.0067	-7.08774	4.7675	2.41079	-0.503574	lidar	2.10408	-23.9384	-7.26171	-24.0132	-7.06336	-3.43189	3.35916
