0.184427	2.62673	0.0833113	1.18658	0.184427	2.62673	-0.0024	2.85	-0.0314	0.9995
-0.0303259	3.13035	-0.22471	1.25182	0.00153723	3.0971	-0.1334	3.637	-0.279	0.9603
-0.426462	4.01521	-0.506167	0.457606	-0.441452	4.18468	-0.456	4.3668	-0.509	0.8607
-1.19144	4.95819	-1.04886	1.08246	-1.33587	5.32479	-0.95	4.9934	-0.7071	0.7071
-1.71133	5.68117	-0.416581	0.782814	-1.69859	5.63234	-1.5843	5.4775	-0.8607	0.509
-2.60267	5.79211	-1.48019	0.0247218	-2.5013	5.61311	-2.319	5.7886	-0.9603	0.279
-3.67009	5.89945	-1.24589	0.186153	-3.67714	5.91228	-3.108	5.9073	-0.9995	0.0314
-4.02363	6.20235	-0.136364	0.906869	-3.81302	5.98034	-3.9018	5.8259	-0.9759	-0.2181
-5.06071	5.9542	-1.91587	-0.247855	-4.8285	5.66439	-4.6504	5.5498	-0.891	-0.454
-5.75456	5.05823	-1.51209	-1.54919	-5.23928	4.80986	-5.3068	5.0961	-0.7501	-0.6613
-6.50841	4.62065	-1.52904	0.828576	-5.75971	4.5313	-5.8297	4.4935	-0.5621	-0.8271
-6.663	3.58224	0.130883	-1.00927	-6.10281	3.47153	-6.1864	3.7797	-0.3388	-0.9409
-6.40234	2.69698	-0.0524621	-1.11524	-6.17249	2.63806	-6.3543	2.9997	-0.0941	-0.9956
-6.33774	2.21782	-0.172116	-0.233123	-6.15379	2.20173	-6.323	2.2024	0.1564	-0.9877
-6.13125	1.62654	0.4908	-0.896161	-6.02227	1.61556	-6.0944	1.4379	0.3971	-0.9178
-5.78624	0.738665	0.708834	-1.21858	-5.92972	0.736625	-5.6828	0.7543	0.6129	-0.7902
3.90768	-30.7829	38.7349	-58.2753	-5.36926	-0.0762886	-5.1142	0.1946	0.7901	-0.6129
9.79411	-5.8679	-11.9917	76.2698	-4.63942	-0.121082	-4.4242	-0.2062	0.9177	-0.3972
0.546691	6.86575	-14.3062	4.30001	-3.52703	-0.466112	-3.6563	-0.4228	0.9877	-0.1565
-5.37239	13.5781	-7.84691	44.0007	-3.01041	-0.377639	-2.8586	-0.4416	0.9956	0.0941
27.2263	6.45924	79.6449	-54.5493	-1.69466	-0.187499	-2.0813	-0.2614	0.9409	0.3387
2.95515	-2.77923	-34.9363	-3.82882	-1.03076	0.107996	-1.3732	0.1064	0.8271	0.5621
-5.16655	-17.522	-58.6782	-22.5425	-0.647702	0.526662	-0.7789	0.6388	0.6613	0.7501
-4.79172	-1.08893	18.1759	18.799	-0.371009	1.45783	-0.3356	1.3022	0.454	0.891
-0.567857	4.60717	5.67643	11.9017	-0.138723	1.82895	-0.0712	2.055	0.2182	0.9759
0.361613	4.30473	-3.17923	3.32306	0.0486393	2.9662	-0.0008	2.85	0	1
0.583874	4.69726	-1.78376	4.33829	0.0712898	3.60069	0.1054	3.6408	0.2487	0.9686
0.67105	5.9567	2.67848	2.68411	0.535373	4.83867	0.405	4.3803	0.4818	0.8763
0.804825	6.24849	1.56227	1.72708	0.666414	5.14552	0.879	5.0222	0.6846	0.7289
1.84514	5.94468	0.419351	-0.357343	1.53731	5.4759	1.4978	5.5259	0.8443	0.5358
2.06105	6.29558	0.266202	0.751797	2.07627	6.43525	2.2224	5.86	0.9511	0.309
2.98346	6.27281	1.58529	-0.186822	2.86347	6.06512	3.0073	6.0033	0.998	0.0628
3.87059	5.96966	1.2778	-0.260964	3.68205	5.78905	3.8032	5.947	0.9823	-0.1874
4.92846	5.93339	1.27886	-0.228518	5.05615	6.02245	4.5601	5.6944	0.9048	-0.4258
5.46769	5.41999	0.803362	-0.126236	5.03648	5.16401	5.2305	5.2616	0.7705	-0.6374
6.05005	4.75362	0.419168	-1.38696	6.09026	4.77567	5.7721	4.6757	0.5878	-0.809
5.99834	3.53993	0.194663	-1.38644	5.65408	3.4386	6.151	3.9735	0.3681	-0.9298
6.25546	3.07527	0.22819	-0.403452	6.38657	3.14039	6.3433	3.1991	0.1253	-0.9921
6.29666	2.52612	-0.113411	-0.831826	6.28213	2.52156	6.337	2.4012	-0.1253	-0.9921
5.80007	1.74158	-0.536024	-0.980906	5.52676	1.68906	6.1325	1.63	-0.3681	-0.9298
5.4321	0.718799	-0.526355	-1.4506	5.48548	0.714368	5.7427	0.9338	-0.5878	-0.809
5.39874	0.289428	0.102858	-0.0144963	5.50664	0.339638	5.1919	0.3565	-0.7705	-0.6374
5.1778	0.051393	-0.773171	-0.50556	5.24016	0.0597404	4.5149	-0.0658	-0.9048	-0.4258
4.22391	-0.289174	-0.573511	-0.624241	3.73644	-0.24096	3.7541	-0.3064	-0.9823	-0.1874
3.32662	-0.279364	-1.00764	0.319353	2.94917	-0.282803	2.9574	-0.3502	-0.998	0.0628
2.4433	-0.32339	-0.972653	-0.256595	2.33256	-0.303293	2.1749	-0.1945	-0.9511	0.309
1.85322	0.271753	0.0592937	1.1652	1.36427	0.225628	1.4556	0.1509	-0.8443	0.5358
1.00344	0.87166	-1.32384	0.841597	0.713523	0.543099	0.8448	0.6643	-0.6845	0.729
0.375998	1.7702	-0.348782	1.26817	0.448897	1.76986	0.3809	1.3135	-0.4818	0.8763
0.191231	2.39389	-0.111772	0.799282	0.160864	2.14668	0.093	2.0576	-0.2487	0.9686
0.0180491	3.00388	-0.295457	0.721647	0.0183224	3.00544	-0.0008	2.85	0	1
